"x"
"SMAGP"
"XAF1"
"FMOD"
"KHDRBS3"
"NT5E"
"TRIM22"
"DHRS3"
"TP53"
"EGR1"
"TGFA"
"ALDH1A1"
"CCND2"
"HIST2H2BE"
"IGFBP2"
"ACSL5"
"PTPRC"
"EGFR"
"PEG10"
"COL9A2"
"TUBB2A"
"CCNE1"
"CLU"
"APOC1"
"SKAP2"
"CHST15"
"DDX60"
"ITGB4"
"EPHA4"
"SDC1"
"LY75"
"RGS1"
"NOX4"
"IFIH1"
"DPYSL3"
"LRRC17"
"SOSTDC1"
"ALCAM"
"CFH///CFHR1"
"DDIT4"
"C1S"
"MT1X"
"ISG20"
"CTSV"
"EFNB2"
"KYNU"
"CPVL"
"APOE"
"MSLN"
"SLC7A11"
"DKK3"
"C2///CFB"
"ACP5"
"SPAG4"
"HEPH"
"COBL"
"FAM134B"
"HSPA2"
"HIST2H2AA3///HIST2H2AA4"
"TLE2"
"HIPK1///OLFML3"
"COL8A2"
"NUPR1"
"IL11RA"
"LY96"
"RUNX1"
"PLK2"
"CHN1"
"MLLT11"
"GRAMD3"
"WASF3"
"PITPNC1"
"KLF4"
"SCD"
"FADS1"
"IER3"
"ISLR"
"NID1"
"KIAA1199"
"MYC"
"CAV2"
"SOX9"
"PLEKHB1"
"MATN2"
"SELENBP1"
"ID4"
"LY86"
"RASGRP1"
"HRASLS"
"PLIN2"
"TAP1"
"NLGN4X"
"PRR15L"
"SPDEF"
"LPAR1"
"TYROBP"
"MEOX1"
"GGH"
"ADD2"
"IL10RA"
"LOXL2"
"APOL1"
"FABP6"
"FPR1"
"SLC39A8"
"TIAM1"
"SLIT2"
"LOXL1"
"PDE9A"
"SYT11"
"PRSS23"
"NR2F1"
"GPS2"
"AIM1"
"NCALD"
"SPRY4"
"NPDC1"
"EVI2A"
"TAPBPL"
"FOLR1"
"CP"
"COL4A5"
"SPRY1"
"PAPSS2"
"ITGB2"
"PCDHA1///PCDHA2///PCDHA3///PCDHA4///PCDHA5///PCDHA6///PCDHA7///PCDHA8///PCDHA9///PCDHA10///PCDHA11///PCDHA12///PCDHA13///PCDHAC1///PCDHAC2"
"NELL2"
"ATHL1"
"HES1"
"LTBP1"
"BIK"
"CCL5"
"TSPYL5"
"MICAL2"
"HOXA5"
"CDR2L"
"RGCC"
"PPP2R2B"
"MYB"
"HLA-DRB1"
"FBLN5"
"LAPTM5"
"SLC26A2"
"LMO3"
"CBS"
"CHST2"
"PRKCQ"
"PRKAR2B"
"NETO2"
"SLAMF8"
"ACTG2"
"RBPMS"
"MAFF"
"FLRT2"
"CPE"
"SEMA3C"
"AP1S2"
"PBK"
"VLDLR"
"TNFAIP8"
"FAP"
"TPM2"
"NDP"
"HPSE"
"PXDN"
"CBR3"
"S100A14"
"IFI35"
"MKI67"
"PTGS1"
"GUSBP11"
"PRKX"
"NPR1"
"LRIG1"
"HOMER2"
"LAMC2"
"CORO1A"
"WLS"
"GPR37"
"PLVAP"
"EFHC2"
"CDKN3"
"MYLK"
"IL6R"
"STC2"
"GBP1"
"ZP3///POMZP3"
"HTRA1"
"NINJ2"
"MAMLD1"
"TCF7L1"
"PPL"
"OXCT1"
"KRT7"
"RASSF9"
"CD69"
"ST3GAL1"
"IFI27"
"GBP2"
"SOBP"
"PNP"
"ENPP2"
"USP18"
"MX2"
"SLC2A3"
"KDELR3"
"HPN"
"RAB31"
"SORL1"
"REC8"
"PLAG1"
"PMP22"
"TACSTD2"
"CD52"
"PDZRN3"
"TLE4"
"BIRC3"
"CDC7"
"NUDT4P1///NUDT4"
"SFN"
"PTP4A3"
"SQRDL"
"ANXA3"
"HELLS"
"SPON2"
"PLLP"
"CDCA3"
"GBP1P1///GBP1"
"RHOBTB1"
"SPARC"
"PLS3"
"ARL4C"
"RGS4"
"IRS1"
"KRT5"
"BGN"
"PTGER4"
"MYL9"
"CHST1"
"GSAP"
"HDAC9"
"TFAP2C"
"FSTL1"
"BLNK"
"MFGE8"
"TOX"
"CYB5R2"
"SAMSN1"
"TRPS1"
"FZD7"
"BTN3A3"
"HIST1H2BD"
"ENO2"
"PYCARD"
"PDGFA"
"IGFBP4"
"PODXL"
"PLAUR"
"FOSB"
"HLA-DPA1"
"PKP2"
"FYN"
"GDF15"
"DST"
"SKIL"
"CRABP2"
"ME1"
"PSMB8"
"WT1-AS"
"IL15RA"
"PPAP2B"
"PRRG4"
"CD302"
"IGLL3P"
"SEMA3B"
"PLSCR1"
"LTB"
"NRCAM"
"XK"
"CST6"
"SRGAP3"
"ZFP36"
"PFKFB3"
"HRH1"
"CENPU"
"SERPINB9"
"IMPA2"
"TGM1"
"SPA17"
"MRC1"
"F2R"
"C9orf3"
"EIF2S3"
"CCNE2"
"GPR183"
"HIST1H2BH"
"CCDC109B"
"PHACTR4"
"C14orf132"
"GPX7"
"LY6E"
"PPM1H"
"LDLRAD4"
"FZD3"
"TJP3"
"LRRC32"
"ROR1"
"EMX2"
"CFI"
"GALNT14"
"FAS"
"APOBEC3G"
"LACTB2"
"BIRC5"
"IFIT2"
"TGFB1I1"
"PTBP2"
"UGT2B11///UGT2B28"
"CD74"
"APOL6"
"ARAP3"
"IGFBP3"
"CAV1"
"FAT1"
"TACC2"
"PMEPA1"
"BAMBI"
"CRIP1"
"TYMS"
"HMMR"
"C3AR1"
"SNX10"
"PLSCR4"
"ARAP2"
"C10orf10"
"DOCK4"
"XCL2///XCL1"
"TOP2A"
"TRIM14"
"CDCP1"
"IGHM"
"PMAIP1"
"BHLHE40"
"SNAP25"
"AXL"
"MUC1"
"FHL2"
"NXT2"
"MRC2"
"ANKRD6"
"FAH"
"CLEC11A"
"DSE"
"HNMT"
"ABLIM1"
"SLC16A5"
"CD55"
"NCAPD2"
"JADE2"
"EMP1"
"ABHD3"
"CSAD"
"ARNTL2"
"KLHL7"
"RCN3"
"HSPA1A"
"HIST1H2BK"
"PLOD2"
"KIF20A"
"COL14A1"
"SLCO3A1"
"LPAR6"
"PLTP"
"ANKHD1///ANKHD1-EIF4EBP3///EIF4EBP3"
"CADPS2"
"MMD"
"EPB41L4B"
"CD300A"
"OSBPL10"
"PCSK5"
"PYGL"
"EPHX1"
"ITGB8"
"CXCR4"
"EZH2"
"PLEK"
"COMP"
"GATM"
"SERPINB1"
"DLGAP5"
"IRF1"
"ZNF586"
"HTATIP2"
"PSD3"
"CD2"
"FOXC1"
"SYT17"
"ZEB1"
"MNDA"
"RBP1"
"SLC16A1"
"SLA"
"ADAMTS5"
"CARD10"
"PDZD2"
"CENPA"
"TREM2"
"NDC80"
"NPIPB11///NPIPB3///NPIPB4///NPIPB5"
"HIST1H2BC"
"HLA-F"
"ABCC4"
"GABRE"
"TGFBR3"
"PNMA2"
"LRRC6"
"ACSS3"
"ARNT2"
"ISYNA1"
"FBXO2"
"LMCD1"
"AQP1"
"DHCR24"
"C1QTNF3"
"NRP1"
"GINS2"
"ASF1A"
"LIMK2"
"FGL2"
"C1R"
"SRGN"
"CLEC7A"
"ABCG1"
"GOLGA6L5P///GOLGA6L9///GOLGA6L18///GOLGA6L20///GOLGA6L4"
"GDF11"
"RFTN1"
"IQCJ-SCHIP1///SCHIP1"
"EPS8"
"ST3GAL6"
"ANXA1"
"SPC25"
"COL4A1"
"SNX7"
"FXYD5"
"CENPN"
"ERBB3"
"AIF1"
"MMP1"
"WIPF1"
"TCEAL2"
"UGT8"
"SPP1"
"SP140L"
"BDH1"
"SLC12A8"
"TRIM2"
"ASF1B"
"FAM216A"
"RAI2"
"ENDOD1"
"F2RL1"
"KCTD12"
"FMO1"
"RRM2"
"C21orf91"
"SORBS2"
"RGS10"
"MSR1"
"CD3D"
"NMRK1"
"MID1"
"PRSS16"
"GPR161"
"STAP2"
"BEND5"
"LHFP"
"TCEA2"
"CREB3L1"
"ZBTB10"
"GMFG"
"CENPF"
"FTH1"
"CLIP3"
"EXPH5"
"SLC27A6"
"FZD6"
"TP53I3"
"PSMB10"
"NQO2"
"MFHAS1"
"MAFB"
"SCPEP1"
"ZHX2"
"MTSS1"
"PLXNC1"
"HSD17B11"
"KIF23"
"TUSC3"
"RGS16"
"MAF"
"PRKCDBP"
"DRAM1"
"PRIM1"
"SLCO2B1"
"DOCK9"
"RHOF"
"PTGES"
"CITED2"
"SMARCA1"
"ICAM3"
"ANK2"
"PRKD1"
"KIF2C"
"RNASEH2A"
"RAD54B"
"IFIT5"
"ID3"
"NREP"
"FRMD4B"
"PCTP"
"FGFR1"
"GADD45B"
"ADARB1"
"EMP2"
"TRO"
"TPD52L1"
"PTRF"
"HSD17B8"
"TPX2"
"TDRD7"
"TNKS"
"ICA1"
"KIF15"
"GPRC5B"
"PLCB4"
"B3GALNT1"
"CCNA2"
"CCNL2"
"SLPI"
"NRIP1"
"GALNT12"
"BUB1"
"NES"
"BACE2"
"SLC15A3"
"SSPN"
"RAC2"
"ALPL"
"GALNT6"
"MYBL2"
"KAZN"
"EPHB2"
"HERC2P2///HERC2P9"
"PLS1"
"AKT3"
"LGALS8"
"PHGDH"
"KIF11"
"S100A10"
"BCL3"
"YWHAZP3///YWHAZ"
"KLF6"
"SLC43A3"
"DCHS1"
"FAM64A"
"HIP1"
"F8"
"HMOX1"
"DLC1"
"GSTA4"
"ECM1"
"CD93"
"DPYSL2"
"PPIC"
"TGFBR2"
"RIT1"
"C5orf54"
"RAB11FIP1"
"CTSO"
"FOXM1"
"THEM6"
"ITPR2"
"SGMS1"
"FUT8"
"SMCO4"
"SEPT6"
"LRP8"
"SLC22A18"
"MAOA"
"VEGFC"
"MEST"
"ETV1"
"CEP55"
"MLF1"
"COPZ2"
"ATAD2"
"ST6GAL1"
"MYO5C"
"ALDOC"
"IL17RB"
"RPL39L"
"C8orf33"
"TSC22D3"
"FANCI"
"MACROD1"
"TLR5"
"NAV2"
"OPLAH"
"KCNMA1"
"SNRPN///SNURF"
"RBM3"
"S100A6"
"BTN3A2"
"PLEKHF2"
"PDP1"
"ARHGEF40"
"CHEK1"
"TBL1X"
"SIK1"
"SYNE2"
"LRRC15"
"MYO1B"
"OSBPL3"
"IGKV2-28///IGKV2D-28"
"ALDH5A1"
"GPR137B"
"SEZ6L2"
"PHYH"
"CEBPD"
"DNAJC22"
"PRC1"
"SMARCA2"
"EPHB3"
"POLE2"
"SKAP1"
"TNFAIP3"
"NRAS"
"OGDHL"
"NET1"
"MCM10"
"GAS6"
"MT2A"
"FBXO17"
"LIPA"
"TMEM140"
"BHLHE41"
"ZNF652"
"ANXA9"
"KCNN4"
"FBXO21"
"PIPOX"
"GOLGA8A///GOLGA8B"
"ESR1"
"CELSR1"
"LCP1"
"MAD2L1"
"GPR56"
"RGS5"
"KANK1"
"SPARCL1"
"GLT8D2"
"SS18"
"ANGPTL2"
"BID"
"CRAT"
"CROCCP2"
"RAD51AP1"
"ALDH2"
"PKP3"
"SNRNP40"
"DUSP2"
"SLC6A10P///SLC6A8"
"GAS2L1"
"NDRG1"
"FOXO1"
"HS3ST3A1"
"MCF2L-AS1"
"PLP2"
"C1orf106"
"BST2"
"RAB40B"
"ATP10D"
"TNS1"
"AADAC"
"TM7SF2"
"TMEM38B"
"CSF1R"
"SDF2L1"
"LTBP2"
"APLP1"
"LRRN2"
"DLEU1"
"CLEC5A"
"KCNJ2"
"ETHE1"
"MAN2A1"
"NCAPG"
"TSPAN13"
"MYO10"
"FAM153B///FAM153A"
"CHPT1"
"TRMT1"
"LAIR1"
"FKBP11"
"RAI14"
"PARP12"
"PRRG1"
"FGFR2"
"HIST1H4H"
"HLA-B"
"WASF1"
"EMID1"
"CCNB1IP1"
"SLC2A10"
"SCEL"
"CALHM2"
"TRMT2B"
"SGK1"
"ARHGEF10"
"DCAF16"
"ARHGDIB"
"DGAT1"
"THNSL2"
"DHFRP1///DHFR"
"COL4A2"
"TNFRSF21"
"NAT1"
"LRRC49"
"ZNF266"
"COMMD10"
"ASMTL"
"LGALS1"
"DONSON"
"GLB1L2"
"PTCH1"
"CYTIP"
"ADRA2C"
"IGKV4-1"
"BNIP3"
"ICAM2"
"ATP1B1"
"FAM50B"
"PAM"
"PALLD"
"RHOB"
"GINS4"
"CNN2"
"PLXNA2"
"PALM2-AKAP2///AKAP2"
"RND3"
"SLC5A3"
"COL16A1"
"PEX6"
"GIMAP4"
"ZNF185"
"PLAGL2"
"AK4P1///AK4P3///AK4"
"ZNF117"
"RRAGD"
"SLC27A3"
"MYOF"
"PTPRM"
"GJB1"
"H1F0"
"CDK14"
"GPR125"
"DEPDC1"
"CLDN3"
"E2F5"
"ARMCX1"
"SLC7A7"
"UBB"
"NMB"
"JAG1"
"DUSP5"
"SCARA3"
"PKIA"
"ZNF184"
"SYK"
"JUNB"
"TCF4"
"PNMAL1"
"NEU1"
"WHSC1"
"RAB32"
"GNAI1"
"SLC5A1"
"PCGF2"
"VIM"
"NYNRIN"
"SNHG17"
"ATP6V1C1"
"SP110"
"GMNN"
"TTK"
"HSPA1A///HSPA1B"
"LXN"
"ETV4"
"AQP9"
"MBOAT2"
"COL18A1"
"GYPC"
"CHD7"
"ZNF91"
"SHROOM2"
"ANO1"
"HOMER1"
"SMC3"
"NPR3"
"HJURP"
"IGSF3"
"PERP"
"FBXO3"
"TP53TG1"
"BANK1"
"SLC1A4"
"ELK3"
"SORT1"
"C1RL"
"ERMP1"
"FAM13A"
"ID2"
"PRR5-ARHGAP8///ARHGAP8"
"PDLIM4"
"NACC2"
"SMAD6"
"ARHGAP32"
"WNT7A"
"THBS4"
"NFIB"
"CMAS"
"MAPK13"
"TMEM231"
"SQLE"
"UBE2C"
"ALDH3B1"
"SPINT1"
"DHRS7"
"MCAM"
"ZCCHC24"
"CD58"
"SRD5A1"
"TIMELESS"
"HDHD1"
"APITD1"
"RIPK4"
"TWSG1"
"FAR2"
"ILVBL"
"KDELC1"
"DMD"
"NLRP1"
"STK39"
"MYH10"
"ETS2"
"SSBP2"
"SPON1"
"CDK1"
"EPB41L1"
"AK1"
"TMEM2"
"MRPS12"
"TRAC"
"SH3BP4"
"N4BP2L1"
"EMP3"
"IGFBP6"
"E2F8"
"RAPGEF5"
"PDXDC2P///NPIPB3///NPIPB4///NPIPB5"
"UBE2L6"
"STAB1"
"PLEKHF1"
"GCLM"
"C1orf63"
"PILRA"
"SGCB"
"EGLN3"
"F3"
"RNF144A"
"BTG3"
"C12orf5"
"NPL"
"SGCE"
"HCK"
"ACYP2"
"LARP6"
"NT5DC2"
"KCNS3"
"POU2F3"
"NINL"
"WIPI1"
"DTL"
"NME3"
"MARCKS"
"KLHL23"
"CALD1"
"GPC1"
"NDC1"
"RAB7L1"
"NAAA"
"IFT74"
"BCR"
"MISP"
"MYBL1"
"TPK1"
"ZNF165"
"CC2D1A"
"CCNB1"
"PRRX2"
"JARID2"
"FAM63B"
"JAM3"
"ATP8A1"
"DEF8"
"IDH2"
"ECT2"
"ADK"
"C6orf48"
"NFE2L3"
"HNRNPA3"
"MED28"
"PDCD2"
"THBS3"
"ANK3"
"WARS"
"MCM3AP-AS1"
"CADM1"
"CDC14B"
"GCH1"
"ERC1"
"DTX4"
"RAP1GAP2"
"HSPB8"
"ZSCAN31"
"TXNIP"
"RBKS"
"DDAH2"
"PPP1R9A"
"OIP5"
"ASL"
"MIR4722///PIEZO1"
"PLXNB1"
"NUCB2"
"PDE4B"
"SAMHD1"
"RAPGEF3"
"ACOX2"
"WDR19"
"TRIP13"
"ANKRD28"
"RAB11FIP2"
"IFI16"
"ENOSF1"
"CDC25B"
"MDM1"
"C12orf4"
"BTG2"
"PRPS2"
"AMMECR1"
"SAMD9"
"RIPK2"
"ALMS1"
"ARHGEF3"
"NUAK2"
"MLLT3"
"VAMP1"
"ATP2B2"
"RGL1"
"LYRM4"
"MYO6"
"KIF4A"
"C4orf19"
"BIN1"
"LIAS"
"SLC31A2"
"GSTZ1"
"PPP1R16B"
"PCDHGC5///PCDHGA1///PCDHGA2///PCDHGA3///PCDHGB1///PCDHGA4///PCDHGB2///PCDHGA5///PCDHGB3///PCDHGA6///PCDHGA7///PCDHGB4///PCDHGA8///PCDHGA9///PCDHGB6///PCDHGA10///PCDHGB7///PCDHGA11///PCDHGA12///PCDHGC3///PCDHGC4"
"MELK"
"TLR2"
"PAK2"
"HIST1H2BE"
"MAP9"
"MEF2C"
"DAAM1"
"MAGI2"
"CTNNAL1"
"C1orf115"
"ZNF271"
"POLR1D"
"SEMA3A"
"SPRED2"
"EDN1"
"LPL"
"QPRT"
"HEY1"
"RUFY3"
"CASP4"
"KLF9"
"CFD"
"IL27RA"
"C11orf95"
"MTUS1"
"CD59"
"AHR"
"PLEK2"
"SLC39A14"
"SDC3"
"TM4SF1"
"FAM110B"
"COPG1"
"UCP2"
"PAN2"
"ACY1///ABHD14A-ACY1"
"MRPL13"
"LDOC1"
"IL18"
"CKLF"
"POLE3"
"MORC4"
"AHDC1"
"PGD"
"PHACTR2"
"OLFML2B"
"RTN1"
"AMT"
"ZMAT3"
"ELF3"
"IDI1"
"C6orf211"
"RPP25"
"SULT1A4///SLX1B-SULT1A4///SLX1A-SULT1A3///SULT1A3///SULT1A1"
"MAGEH1"
"PDLIM1"
"TMEM246"
"GPR19"
"ITM2A"
"NFATC1"
"TLR3"
"EPS15L1"
"ZNF395///FBXO16"
"ITPR3"
"PSRC1"
"IL7R"
"TAP2"
"BORA"
"UVRAG"
"LST1"
"ITGA7"
"CEACAM6"
"EPS8L2"
"C5orf30"
"PFKP"
"GLIPR1"
"TRIB1"
"GOLT1B"
"USP36"
"MAP4K4"
"BCAM"
"MED21"
"RPRD1A"
"DPM3"
"DNAJC6"
"ESPL1"
"LONP2"
"ZNF136"
"STK17A"
"APBB2"
"DFNA5"
"ZNF415"
"GSN"
"CYB5R4"
"KRT8P3///KRT8"
"STIL"
"ACAD8"
"A2M"
"SNCAIP"
"IFRD1"
"RMI1"
"CLN5"
"ACAT1"
"AGBL5"
"G0S2"
"CDC20"
"CNN3"
"INSIG1"
"ELMO3"
"EFEMP2"
"IL4R"
"PDE1A"
"C11orf73"
"USP13"
"NR2F2"
"SCO2"
"ACOT7"
"UBXN8"
"KRT15///KRT19"
"LCP2"
"TPGS2"
"FOLH1B///FOLH1"
"NEO1"
"RASSF2"
"NPM3"
"RAMP1"
"MYCBP///GJA9"
"CASC1"
"SLC46A3"
"NOTCH3"
"POLI"
"FMO2"
"IQCK"
"MARC1"
"DNAJB6"
"TCIRG1"
"CAPRIN2"
"KCNJ16"
"LGSN"
"IGHV3-23"
"TNFRSF17"
"CDH18"
"POU2AF1"
"CLDN6"
"OGN"
"HOXA4"
"IGHV3-30///IGHV3-33"
"SIX1"
"PON3"
"PLEKHS1"
"MMP12"
"PITX2"
"HPR"
"IGHV3-72"
"AREG///AREGB"
"CCL11"
"COL8A1"
"KREMEN2"
"MOXD1"
"KCNMB2"
"NEFH"
"SLAMF7"
"EDN2"
"GZMB"
"IGHV3-73"
"MZB1"
"GZMA"
"PRSS3P2"
"PLN"
"ANO2"
"GPR68"
"CXCL13"
"CCL19"
"GREM1"
"SCGB1D1"
"HIST1H1A"
"HAPLN1"
"CFTR"
"EFCC1"
"GRP"
"CD8A"
"KCNH2"
"COL9A3"
"LGALS2"
"MFAP4"
"FAM155A"
"SEMA3E"
"FZD8"
"SNCG"
"GEM"
"KIF26B"
"SYT13"
"HOXB8"
"OCA2"
"CCR5"
"PLA2G7"
"EPYC"
"GZMK"
"CHP2"
"HOXB5"
"FOXL2"
"CH25H"
"TFCP2L1"
"GRB14"
"CCR7"
"ITGBL1"
"KBTBD11"
"ADH1C"
"KCNE4"
"F12"
"ATP1A2"
"GZMH"
"IL20RA"
"HSD17B6"
"KIAA1324"
"FGFBP1"
"TNNI3"
"IGHV1-2"
"IL2RB"
"CYP3A7"
"KLRB1"
"CAPN9"
"SCRG1"
"GNLY"
"CD36"
"CNN1"
"BATF"
"PCDHB2///PCDHB3"
"IL21R"
"RGN"
"APOBEC3A"
"LPHN3"
"POU5F1P4///POU5F1P3///POU5F1B///POU5F1"
"AOC3"
"CALB2"
"MAGEA1"
"GBA3"
"ADTRP"
"HIST1H4B"
"TUBB7P"
"HIST1H4L"
"B3GNT3"
"WISP1-OT1///WISP1"
"DOCK3"
"DHRS2"
"NFE2"
"GPRIN2"
"LY6G5C"
"CCR2"
"GPR171"
"NTM"
"DAPP1"
"BCL2A1"
"CRLF1"
"HOXB9"
"HTR2B"
"PLAC8"
"LDHC"
"POF1B"
"DMBT1"
"IL23A"
"ACE2"
"RIPPLY3"
"SERPINI2"
"HSD11B1"
"GPR65"
"CCL13"
"SPOCK1"
"FAM198B"
"TRAF3IP3"
"HOXA9"
"TBX2"
"NPY"
"HLA-DQB2"
"FOLR3"
"CLEC4E"
"HOXA7"
"TNFSF4"
"AOX1"
"ADAM8"
"SHANK2"
"IL33"
"LHX1"
"TBX21"
"FAM189A1"
"AIM2"
"USP53"
"S100B"
"ARSJ"
"SBSPON"
"IL1B"
"IL6"
"MYRIP"
"GAL"
"GLI3"
"BEAN1"
"ICOS"
"VNN2"
"CD3G"
"PPP1R3C"
"FGF12"
"FBLN2"
"GSTT2B///GSTT2"
"PCOLCE2"
"MAT1A"
"CDO1"
"IGFBP1"
"STAR"
"PRSS1"
"CAPN6"
"DDC"
"MMP10"
"EPN3///SPATA20"
"TNNC1"
"LZTS1"
"RPRM"
"ZNF750"
"TNNC2"
"ANXA13"
"ANGPTL4"
"CYP2J2"
"PNMT"
"INPP5D"
"NR0B1"
"SLC6A12"
"IL18RAP"
"SV2C"
"NLGN1"
"AQP6"
"CR2"
"LGALS7///LGALS7B"
"VSNL1"
"AGBL2"
"FA2H"
"UNC5B"
"MATN3"
"CD8B"
